date,steps,distance_miles,journey_id,character,segment,cumulative_miles,cumulative_steps,all_time_cumulative_miles,all_time_cumulative_steps
2024-05-10,4935,1.936383767608064,Mordor,Frodo,The Fellowship,217.20453092621372,562306.0,217.20453092621375,562306
2024-05-11,17781,6.975622933137906,Mordor,Frodo,The Fellowship,224.18015385935163,580087.0,224.18015385935166,580087
2024-05-12,17378,6.404058093827304,Mordor,Frodo,The Fellowship,230.58421195317894,597465.0,230.58421195317896,597465
2024-05-13,29407,11.452076958113125,Mordor,Frodo,The Fellowship,242.03628891129205,626872.0,242.0362889112921,626872
2024-05-14,22374,9.361009931782835,Mordor,Frodo,The Fellowship,251.3972988430749,649246.0,251.39729884307494,649246
2024-05-15,13694,5.388437792732511,Mordor,Frodo,The Fellowship,256.7857366358074,662940.0,256.78573663580744,662940
2024-05-16,22253,9.206550533035047,Mordor,Frodo,The Fellowship,265.99228716884244,685193.0,265.9922871688425,685193
2024-05-17,33080,12.86126857595066,Mordor,Frodo,The Fellowship,278.85355574479314,718273.0,278.85355574479314,718273
2024-05-18,20591,8.081760171403337,Mordor,Frodo,The Fellowship,286.93531591619643,738864.0,286.9353159161965,738864
2024-05-19,25136,9.667133730258556,Mordor,Frodo,The Fellowship,296.602449646455,764000.0,296.60244964645506,764000
2024-05-20,41644,17.36684414157829,Mordor,Frodo,The Fellowship,313.96929378803327,805644.0,313.9692937880333,805644
2024-05-21,26791,11.081436929084804,Mordor,Frodo,The Fellowship,325.0507307171181,832435.0,325.05073071711814,832435
